pt0,12138.80,10077.33
pt1,12147.04,10087.87
pt2,12227.56,10186.25
pt3,12123.63,10269.22
pt4,12101.97,10242.23
pt5,12092.36,10216.14
pt6,12093.55,10211.73
pt7,12088.01,10204.34
pt8,12062.46,10135.14
pt9,12058.02,10130.26
pt10,12047.73,10100.54
pt11,12121.67,10072.54
pt12,12123.95,10071.88
pt13,12126.33,10071.58
pt14,12128.78,10071.67
pt15,12131.03,10072.12
pt16,12133.26,10072.94
pt17,12135.34,10074.10
pt18,12137.09,10075.63
pt19,12138.19,10076.59
pt20,12138.43,10076.86
pt21,12138.80,10077.33
